"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT13","WT14","WT16","WT18","WT22"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-02-25","1.0",,"4.1","0.0","0.0","8.1","10.0","6.7","  140","  140","4.0","5.4","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-02-26","1.4",,"9.4","0.0","0.0","8.9","11.7","7.8","  110","  130","4.5","6.7","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-02-27","4.0",,"18.3","0.0","0.0","9.2","10.0","6.7","   20","   10","8.1","9.8","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-02-28","5.1",,"0.0","0.0","0.0","8.1","12.2","3.3","  350","  350","8.9","10.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-01","2.2",,"0.0","0.0","0.0","6.5","11.1","1.1","   20","   10","6.7","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-02","4.8",,"0.0","0.0","0.0","7.6","11.1","4.4","   10","   10","8.9","10.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-03","2.1",,"0.0","0.0","0.0","6.1","10.6","0.0","  290","  290","5.8","7.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-04","1.8",,"0.0","0.0","0.0","5.2","12.8","-0.5","   40","   10","4.0","5.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-05","1.3",,"0.0","0.0","0.0","7.6","13.3","2.8","   40","  140","3.6","5.4",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-06","1.4",,"0.0","0.0","0.0","9.0","15.0","3.3","   10","  320","3.6","4.0",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-07","2.7",,"0.0","0.0","0.0","9.5","16.7","3.9","  350","  330","6.3","7.6","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-08","1.7",,"0.0","0.0","0.0","10.2","17.2","3.9","  290","  310","4.0","5.4","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-09","1.8",,"0.0","0.0","0.0","10.0","14.4","4.4","  210","  240","5.4","6.3","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-10","2.6",,"0.8","0.0","0.0","8.6","13.3","5.0","  210","  220","6.3","8.1","    1","    1",,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-11","3.1",,"2.5","0.0","0.0","11.6","14.4","8.9","  210","  140","5.8","7.2","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-12","3.2",,"0.0","0.0","0.0","12.9","17.8","9.4","  190","  190","7.6","9.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-13","2.2",,"2.0","0.0","0.0","12.9","17.2","7.8","   10","  150","5.8","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-14","3.8",,"17.0","0.0","0.0","13.3","13.9","9.4","  200","  200","9.4","11.6","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-15","4.2",,"55.9","0.0","0.0","9.6","10.6","6.1","  200","  190","13.9","17.4","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-16","3.0",,"1.0","0.0","0.0","8.4","13.9","6.1","  350","  300","6.7","11.6","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-17","2.6",,"0.8","0.0","0.0","9.1","13.3","4.4","  160","  230","6.7","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-18","2.5",,"0.0","0.0","0.0","10.3","15.6","7.2","  120","  190","4.5","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-19","1.9",,"0.0","0.0","0.0","11.3","15.6","8.3","  130","  230","4.5","5.4",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-20","1.9",,"4.1","0.0","0.0","11.9","13.9","8.9","   80","   80","4.5","6.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-21","4.7",,"3.8","0.0","0.0","10.8","13.3","8.3","  200","  220","10.3","14.3","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-22","2.3",,"1.0","0.0","0.0","9.1","11.7","6.1","  100","  240","6.7","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-23","2.8",,"8.1","0.0","0.0","8.0","11.1","5.6","  220","  210","8.9","11.6","    1","    1",,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-24","3.9",,"7.6","0.0","0.0","8.3","12.8","6.1","  210","  200","8.9","10.3","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-25","4.4",,"5.1","0.0","0.0","10.1","14.4","7.2","  200","  190","7.6","10.3","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-26","2.2",,"0.0","0.0","0.0","13.9","20.6","10.0","  200","  360","5.8","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-27","4.0",,"1.0","0.0","0.0","14.2","18.3","8.9","  220","  240","9.8","13.4","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-28","5.7",,"0.0","0.0","0.0","12.1","15.6","9.4","  220","  220","10.7","14.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-29","3.0",,"0.0","0.0","0.0","11.6","15.6","8.9","  220","  170","6.3","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-30","2.9",,"1.8","0.0","0.0","13.3","17.8","10.6","  220","  230","5.8","7.6","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-03-31","4.2",,"1.0","0.0","0.0","11.4","12.8","6.1","  220","  200","11.2","16.1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-01","3.2",,"5.1","0.0","0.0","8.1","12.8","5.6","  210","  210","8.9","10.3","    1",,"    1",,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-02","2.4",,"0.0","0.0","0.0","8.1","13.3","5.6","  250","  200","4.5","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-03","3.6",,"1.5","0.0","0.0","8.6","11.1","5.0","  190","  200","8.9","11.2","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-04","1.7",,"0.0","0.0","0.0","7.6","12.8","3.9","  200","  280","5.4","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-05","2.4",,"0.0","0.0","0.0","8.7","16.7","2.8","   10","  240","4.0","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-06","3.5",,"1.0","0.0","0.0","9.7","13.9","6.7","  180","  240","6.3","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-07","3.9",,"0.5","0.0","0.0","9.7","14.4","6.7","   10","  350","7.2","9.4",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-08","1.7",,"0.0","0.0","0.0","10.8","17.2","6.1","  290","  260","7.2","9.4",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-09","2.3",,"0.0","0.0","0.0","10.4","17.2","6.1","  110","  110","7.6","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-10","4.6",,"10.9","0.0","0.0","11.5","13.9","7.8","  230","  220","10.3","14.8","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-11","6.5",,"0.0","0.0","0.0","8.7","11.7","5.6","  200","  220","11.2","14.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-12","3.6",,"0.0","0.0","0.0","8.6","13.3","5.6","  210","  230","7.2","9.4",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-13","3.6",,"14.0","0.0","0.0","9.1","11.7","3.9","  190","  200","9.4","10.7","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-14","3.3",,"3.3","0.0","0.0","5.7","11.7","2.8","  200","  210","7.2","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-15","2.4",,"0.0","0.0","0.0","7.4","13.9","3.3","  320","  290","5.4","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-16","3.1",,"0.0","0.0","0.0","10.4","17.8","3.9","  340","  340","6.7","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-17","3.6",,"0.0","0.0","0.0","12.7","18.9","6.1","   10","   10","9.4","11.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-18","3.9",,"0.0","0.0","0.0","13.2","18.9","8.3","  360","  360","7.2","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-19","3.6",,"0.0","0.0","0.0","13.8","21.1","8.3","  350","  340","6.7","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-20","2.6",,"0.0","0.0","0.0","15.1","22.8","7.8","   50","   40","7.2","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-21","3.4",,"5.6","0.0","0.0","15.2","17.2","6.7","   40","   40","9.4","11.6","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-22","2.3",,"0.0","0.0","0.0","9.1","15.6","5.0","  210","  190","5.8","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-23","4.1",,"3.0","0.0","0.0","9.6","12.2","6.7","  220","  120","7.6","11.6","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-24","5.0",,"3.3","0.0","0.0","8.4","12.2","6.1","  220","  210","9.8","12.5","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-25","3.0",,"1.3","0.0","0.0","8.8","13.3","5.6","  290","  300","6.3","8.1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-26","2.7",,"0.0","0.0","0.0","9.1","15.6","4.4","  180","  200","5.8","8.1","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-27","2.3",,"0.3","0.0","0.0","14.6","25.0","10.6","  130","  300","5.8","6.7","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-28","4.3",,"1.8","0.0","0.0","15.8","15.6","8.9","   30","  220","8.9","11.6","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-29","4.7",,"0.0","0.0","0.0","10.7","16.1","7.2","  220","  220","8.1","10.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-04-30","2.1",,"0.0","0.0","0.0","11.5","17.2","7.8","   30","  220","5.4","10.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-01","3.7",,"0.0","0.0","0.0","13.6","18.3","8.9","   40","   50","7.6","9.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-02","3.7",,"0.0","0.0","0.0","13.0","18.3","7.8","  360","  320","7.2","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-03","2.6",,"0.0","0.0","0.0","13.2","20.6","7.8","  290","  290","5.4","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-04","5.2",,"0.0","0.0","0.0","13.2","17.2","7.2","  220","  230","10.3","14.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-05","5.1",,"6.1","0.0","0.0","11.1","14.4","7.2","   30","  210","9.4","13.4","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-06","2.6",,"0.0","0.0","0.0","9.9","16.7","7.2","   10","   10","8.1","10.7","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-07","3.0",,"0.0","0.0","0.0","12.7","20.6","6.1","  350","  360","7.2","9.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-08","3.0",,"0.0","0.0","0.0","15.5","23.9","8.3","  350","  340","7.2","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-09","2.6",,"0.0","0.0","0.0","17.7","26.7","9.4","   50","  330","5.4","6.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-10","2.8",,"0.0","0.0","0.0","16.8","19.4","11.1","  220","  220","6.3","7.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-11","2.5",,"0.0","0.0","0.0","12.8","13.9","10.0","  190","  150","4.5","5.8","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-12","3.3",,"4.3","0.0","0.0","11.8","15.6","10.6","  190","  190","6.7","8.9","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-13","2.8",,"4.1","0.0","0.0","11.8","12.2","10.0","  200","  200","6.3","7.6","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-14","2.0",,"0.3","0.0","0.0","11.6","17.8","9.4","   10","  350","4.5","5.8","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-15","2.8",,"0.0","0.0","0.0","13.3","20.0","9.4","  240","  230","6.3","7.6","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-16","3.0",,"0.0","0.0","0.0","13.2","15.6","11.1","  220","  220","5.8","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-17","2.1",,"0.0","0.0","0.0","13.7","19.4","10.6","   20","  250","4.5","6.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-18","3.0",,"0.0","0.0","0.0","16.9","25.6","12.2","  350","  340","6.3","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-19","2.6",,"0.0","0.0","0.0","16.5","21.7","11.7","  210","  210","4.0","5.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-20","1.8",,"0.0","0.0","0.0","14.6","23.3","10.6","  350","  260","4.5","6.7","    1","    1",,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-21","2.1",,"0.0","0.0","0.0","17.7","25.6","11.7","  200","  220","6.3","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-22","3.7",,"0.0","0.0","0.0","15.9","16.7","11.7","  200","  220","6.3","14.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-23","2.6",,"0.0","0.0","0.0","13.2","16.1","11.7","  220","  270","4.0","5.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-24","2.7",,"0.0","0.0","0.0","13.9","17.8","11.1","  260","  180","5.4","6.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-25","2.7",,"0.0","0.0","0.0","13.4","15.6","11.1","  210","  230","5.8","7.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-26","2.1",,"0.0","0.0","0.0","14.2","21.7","11.7","  280","  290","5.8","7.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-27","1.8",,"0.0","0.0","0.0","17.1","24.4","11.7","  290","  290","5.4","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-28","2.1",,"0.0","0.0","0.0","19.1","27.8","12.2","   20","   20","5.8","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-29","2.5",,"0.0","0.0","0.0","19.9","26.1","12.8","  210","  220","5.4","6.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-30","2.5",,"0.0","0.0","0.0","16.1","22.8","10.0","  210","  190","5.8","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-05-31","2.2",,"0.0","0.0","0.0","16.9","25.0","11.7","   10","  360","6.3","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-01","3.4",,"4.6","0.0","0.0","15.5","16.1","11.7","  210","  210","7.2","9.8","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-02","5.0",,"0.5","0.0","0.0","14.2","17.8","12.8","  190","  210","8.9","11.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-03","3.0",,"0.0","0.0","0.0","14.3","20.0","11.7","   20","   30","6.3","7.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-04","3.9",,"0.0","0.0","0.0","16.2","22.8","11.7","  340","  340","6.7","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-05","4.3",,"0.0","0.0","0.0","19.0","26.7","12.8","  340","  340","9.8","12.5",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-06","2.6",,"0.0","0.0","0.0","20.8","29.4","13.3","  360","  360","7.2","9.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-07","3.2",,"0.0","0.0","0.0","23.1","31.1","15.6","  360","  360","6.7","9.4",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-08","3.5",,"0.0","0.0","0.0","23.1","30.6","14.4","   20","   10","7.2","9.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-09","2.7",,"0.0","0.0","0.0","22.4","28.9","14.4","  340","   30","6.7","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-10","3.0",,"0.0","0.0","0.0","18.4","25.6","11.1","  200","  210","5.8","7.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-11","3.5",,"0.0","0.0","0.0","17.4","24.4","11.1","   50","   40","9.4","11.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-12","2.3",,"0.0","0.0","0.0","16.1","20.0","11.7","   60","   60","7.2","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-13","2.6",,"0.0","0.0","0.0","15.3","23.9","9.4","  360","  290","5.4","7.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-14","3.7",,"0.0","0.0","0.0","19.1","27.8","11.7","   40","  340","6.7","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-15","3.5",,"0.0","0.0","0.0","21.9","30.0","16.1","   30","   30","6.3","7.6",,,,,,"    1",,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-16","3.0",,"0.0","0.0","0.0","17.9","22.8","11.1","  210","  270","5.8","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-17","3.1",,"0.0","0.0","0.0","16.7","25.0","11.1","   20","   20","6.3","7.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-18","3.0",,"0.0","0.0","0.0","19.1","24.4","13.9","   20","   10","7.2","9.4",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-19","3.2",,"0.5","0.0","0.0","17.3","23.9","13.3","   20","   20","7.2","8.9","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-20","4.3",,"0.0","0.0","0.0","18.0","25.0","12.8","   10","   10","9.4","11.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-21","3.4",,"0.0","0.0","0.0","18.7","25.6","13.9","   10","  210","6.7","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-22","2.4",,"0.0","0.0","0.0","18.9","25.0","12.8","  210","  210","5.8","7.2",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-23","2.4",,"0.0","0.0","0.0","17.8","26.1","11.7","   40","   30","6.7","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-24","2.6",,"0.0","0.0","0.0","21.1","25.6","16.1","   10","  240","5.4","6.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-25","3.0",,"0.0","0.0","0.0","21.7","30.6","15.6","   20","  290","5.8","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-26","4.7",,"0.0","0.0","0.0","24.3","31.7","17.8","   10","   10","7.6","9.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-27","3.9",,"0.0","0.0","0.0","25.1","33.3","17.2","  340","   10","7.6","10.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-28","2.1",,"0.3","0.0","0.0","25.2","28.3","18.3","  190","  200","8.1","9.8",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-29","2.7",,"0.0","0.0","0.0","22.5","28.9","17.2","  280","  270","5.4","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-06-30","3.4",,"0.0","0.0","0.0","21.2","30.6","15.0","   40","   50","9.4","10.7","    1",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-01","4.3",,"0.0","0.0","0.0","24.5","32.2","17.2","   20","  360","6.7","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-02","3.4",,"0.0","0.0","0.0","26.3","33.9","17.8","  340","  350","7.2","10.3",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-03","2.6",,"0.0","0.0","0.0","26.4","33.3","17.8","  300","  320","5.8","6.7",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-04","2.9",,"0.0","0.0","0.0","24.4","33.3","15.0","  330","  350","6.7","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-05","2.1",,"0.0","0.0","0.0","25.9","32.8","16.7","  350","  330","5.8","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-06","3.2",,"0.0","0.0","0.0","23.0","29.4","15.6","  220","  210","6.7","9.4",,,,,,"    1",,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-07","2.4",,"0.0","0.0","0.0","20.0","27.2","13.9","  290","  220","5.4","7.6",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-08","1.9",,"0.0","0.0","0.0","20.4","30.0","14.4","  290","  290","5.8","7.2",,,,,,"    1",,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-09","3.4",,"0.0","0.0","0.0","21.5","28.9","14.4","  200","  200","6.3","8.9",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-10","3.7",,"0.0","0.0","0.0","19.3","21.1","16.7","  220","  220","6.3","8.1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-07-11","3.0",,"0.0","0.0","0.0","18.3","22.2","16.7","  240","  240","6.3","7.2",,,,,,,,,,,
